index,credId,fullName,studentId,dob,programCode,degreeTitle,vct,graduationDate,honors,gpa,batchId,holderEmail
1438,urn:uuid:fda602d4-0edf-448b-bfa0-4d9c086ba7bc,Huỳnh Hữu Mai,2010196,2000-05-22,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,2.99,GRAD-2026-01,2010196@hcmut.edu.vn
1439,urn:uuid:07501f1b-21fb-49df-af79-b92e7ec6fd2f,Dương Thành Long,2610166,2000-05-07,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Xuất sắc,3.64,GRAD-2026-01,2610166@hcmut.edu.vn
1440,urn:uuid:ed31aa3a-6728-40f7-ba99-7382cc050a95,Vũ Kim Xuân,2010197,1999-09-02,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Giỏi,3.32,GRAD-2026-01,2010197@hcmut.edu.vn
1441,urn:uuid:84ab73a4-8e89-477f-9ca0-92a5e5c4f6c8,Lý Hữu Vy,2310163,2001-02-03,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,2.69,GRAD-2026-01,2310163@hcmut.edu.vn
1442,urn:uuid:6ee5d164-9d8b-468d-8bdb-b1305a5e7946,Phan Đức Linh,2310164,2001-09-18,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,3.08,GRAD-2026-01,2310164@hcmut.edu.vn
1443,urn:uuid:41d3ca9a-efe4-4197-984e-520029da2315,Đinh Văn Xuân,2010198,2001-03-14,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,2.81,GRAD-2026-01,2010198@hcmut.edu.vn
1444,urn:uuid:8e9360ed-b982-4350-8d67-66c5bfad1212,Phạm Hữu Cường,2310165,1999-12-25,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Trung bình,2.29,GRAD-2026-01,2310165@hcmut.edu.vn
1445,urn:uuid:b7d54cd0-d5ed-405f-9356-72aa8e2cd8d9,Bùi Thành Nghĩa,2210167,1999-09-10,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Xuất sắc,3.76,GRAD-2026-01,2210167@hcmut.edu.vn
1446,urn:uuid:e3689d25-c073-464e-92e0-727bf60e604b,Dương Thanh Tuấn,2010199,2003-02-16,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,2.57,GRAD-2026-01,2010199@hcmut.edu.vn
1447,urn:uuid:63b80311-db6e-45c4-9d18-97f0ff2cbf7e,Võ Minh Trang,1910196,2002-08-08,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Trung bình,2.45,GRAD-2026-01,1910196@hcmut.edu.vn
1448,urn:uuid:2d281c37-5821-4cb6-8e8e-406ab37c83f7,Lương Minh Mai,2510176,2001-11-13,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,3.11,GRAD-2026-01,2510176@hcmut.edu.vn
1449,urn:uuid:0d1d6d9a-c4d5-42b3-b809-8c8c41af6944,Tô Thiện Vy,2110203,2000-07-07,ME,Kỹ sư Cơ khí,BKISC_DEGREE,2026-06-15,Trung bình,2.49,GRAD-2026-01,2110203@hcmut.edu.vn
1450,urn:uuid:42068004-07f1-4aba-81fe-4190da1cdc05,Đỗ Kim Long,2610167,1999-06-15,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Trung bình,2.29,GRAD-2026-01,2610167@hcmut.edu.vn
1451,urn:uuid:0e6f8df2-2dab-4442-87b1-c3e85526ec3a,Đinh Quốc Minh,2110204,1999-04-12,ME,Kỹ sư Cơ khí,BKISC_DEGREE,2026-06-15,Trung bình,2.21,GRAD-2026-01,2110204@hcmut.edu.vn
1452,urn:uuid:9c0b6eb0-180e-4966-b4ca-6d3e829e5040,Lê Hồng Thảo,2310166,2000-02-14,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Trung bình,2.28,GRAD-2026-01,2310166@hcmut.edu.vn
1453,urn:uuid:3f83cad4-1cf2-4b56-950f-0f17f57aab5a,Tô Hoàng Vy,2610168,2001-04-30,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Khá,2.62,GRAD-2026-01,2610168@hcmut.edu.vn
1454,urn:uuid:e55a382d-7900-4346-9561-4c8233313b77,Tạ Văn Lan,2210168,2001-02-28,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Trung bình,2.09,GRAD-2026-01,2210168@hcmut.edu.vn
1455,urn:uuid:dc6911d9-5e93-4956-941a-7b449ae1fc5b,Đinh Đức Dũng,2410178,2001-10-14,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,2.84,GRAD-2026-01,2410178@hcmut.edu.vn
1456,urn:uuid:6d64fdc3-23ef-46cb-aac4-0a8614fbdba2,Mai Quang Bình,2410179,2000-12-31,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Trung bình,2.21,GRAD-2026-01,2410179@hcmut.edu.vn
1457,urn:uuid:9c23680e-e5f4-45f8-ac52-757c5d4a5f5c,Bùi Quốc Tú,2210169,2000-06-07,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Khá,3.12,GRAD-2026-01,2210169@hcmut.edu.vn
1458,urn:uuid:f72cc249-821c-4175-a64d-9c405abb2b8c,Lý Kim Xuân,2310167,2001-09-02,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Giỏi,3.50,GRAD-2026-01,2310167@hcmut.edu.vn
1459,urn:uuid:eb5884ec-730b-4b51-95e0-6d596e29a5d3,Tô Hữu Hà,2010200,2001-04-28,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,2.91,GRAD-2026-01,2010200@hcmut.edu.vn
1460,urn:uuid:35d5e81a-cd68-435a-b464-800de0ecd31a,Đặng Phương Khoa,1910197,1999-06-05,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Xuất sắc,3.82,GRAD-2026-01,1910197@hcmut.edu.vn
1461,urn:uuid:06c3c32c-ac68-401b-b30b-5968763447e4,Trần Thanh Thảo,2410180,2002-01-29,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,2.73,GRAD-2026-01,2410180@hcmut.edu.vn
1462,urn:uuid:b211f01c-e943-4c3d-9607-40f0c9ba68e6,Lý Văn Phúc,2010201,2000-03-01,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,3.07,GRAD-2026-01,2010201@hcmut.edu.vn
1463,urn:uuid:514f180e-d1ff-418f-a65e-05fae0b8e919,Ngô Đức Mai,2410181,2003-09-05,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,3.15,GRAD-2026-01,2410181@hcmut.edu.vn
1464,urn:uuid:0809cf1d-6380-47d9-8fa3-0d5fad3427f8,Vũ Kim Lan,1910198,2004-02-02,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Giỏi,3.54,GRAD-2026-01,1910198@hcmut.edu.vn
1465,urn:uuid:bdf3a83d-435d-4487-a01d-9ff353fcb12d,Phạm Văn Lộc,2510177,2000-05-24,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,2.67,GRAD-2026-01,2510177@hcmut.edu.vn
1466,urn:uuid:92761bc7-fe7a-4d3d-83d8-251b6c2ab43e,Dương Quang Hiền,2510178,1999-12-02,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,2.52,GRAD-2026-01,2510178@hcmut.edu.vn
1467,urn:uuid:6b71e6fa-7e6c-4fd5-b5a9-01020780bfc5,Vũ Văn Yến,2510179,2003-08-02,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,2.69,GRAD-2026-01,2510179@hcmut.edu.vn
1468,urn:uuid:3867b600-2bf4-4b8a-b503-b36692f48acd,Đặng Thanh Bình,2310168,2002-03-28,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,2.71,GRAD-2026-01,2310168@hcmut.edu.vn
1469,urn:uuid:7a9c7611-7098-44b9-b5b0-d3ec66094809,Trương Quang Hiền,2410182,2003-04-12,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Trung bình,2.35,GRAD-2026-01,2410182@hcmut.edu.vn
1470,urn:uuid:38bb91a4-e2df-4c4c-b395-e671b88c7eb5,Đinh Hữu Lan,2310169,2001-11-07,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Trung bình,2.12,GRAD-2026-01,2310169@hcmut.edu.vn
1471,urn:uuid:2c6c5620-38a4-456e-b9a0-506126fec245,Đặng Thanh Tú,1910199,2000-07-20,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,3.15,GRAD-2026-01,1910199@hcmut.edu.vn
1472,urn:uuid:66caec1b-6636-4e84-8981-3f819729d431,Trương Hồng Mai,1910200,2000-06-15,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,2.78,GRAD-2026-01,1910200@hcmut.edu.vn
1473,urn:uuid:7cdaaddf-d372-4d89-a5fc-6f47989f3260,Trương Thành Vũ,2510180,2003-07-07,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,2.67,GRAD-2026-01,2510180@hcmut.edu.vn
1474,urn:uuid:356be5c0-f601-4618-a84c-7d79625eb49d,Hồ Thiện Hải,1910201,2001-08-12,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Trung bình,2.06,GRAD-2026-01,1910201@hcmut.edu.vn
1475,urn:uuid:f94c6331-e4ee-4e55-80ac-8238bd7a909d,Nguyễn Trung Thảo,1910202,2002-12-28,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Trung bình,2.40,GRAD-2026-01,1910202@hcmut.edu.vn
1476,urn:uuid:17287078-593c-428f-bd6c-10da7e851649,Tô Kim Vũ,2610169,2000-04-06,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Trung bình,2.38,GRAD-2026-01,2610169@hcmut.edu.vn
1477,urn:uuid:94a8942d-4a1f-40c8-aae7-2aab5cc07198,Lương Thành Dũng,2410183,2000-11-01,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,3.08,GRAD-2026-01,2410183@hcmut.edu.vn
1478,urn:uuid:2537a28b-95d3-4c3a-a6b0-c42b6d38f211,Cao Thị Quân,2210170,2001-08-11,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Khá,3.09,GRAD-2026-01,2210170@hcmut.edu.vn
1479,urn:uuid:7e27ab4a-17b8-4169-b26f-d157239d65d0,Tô Thị Nam,2510181,2001-12-16,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,2.51,GRAD-2026-01,2510181@hcmut.edu.vn
1480,urn:uuid:fe08c20a-ab4e-4198-bb8c-553e4ed38f76,Vũ Quang Quân,2510182,2001-04-17,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Trung bình,2.20,GRAD-2026-01,2510182@hcmut.edu.vn
1481,urn:uuid:b3183c57-8f84-4dfc-af81-fff7896c3a33,Trương Bảo Duyên,2210171,1999-09-09,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Khá,2.75,GRAD-2026-01,2210171@hcmut.edu.vn
1482,urn:uuid:9774657d-59cb-4700-9617-b03e73a4e993,Hồ Tuấn Dũng,2610170,2004-03-10,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Xuất sắc,3.72,GRAD-2026-01,2610170@hcmut.edu.vn
1483,urn:uuid:b7309f76-da2b-4cea-9d46-064638bc76c1,Ngô Hoàng Minh,2610171,1999-10-01,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Trung bình,2.41,GRAD-2026-01,2610171@hcmut.edu.vn
1484,urn:uuid:9cfc9f7a-18f5-4cbe-b068-ea3c7a39692a,Huỳnh Quang Phát,2410184,2004-02-14,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,2.98,GRAD-2026-01,2410184@hcmut.edu.vn
1485,urn:uuid:6a573c07-80f7-4134-a4a3-6ae79dcd8be2,Phan Thiện Uyên,1910203,2004-05-13,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,3.07,GRAD-2026-01,1910203@hcmut.edu.vn
1486,urn:uuid:aea736ee-5efe-432a-9801-37869c481857,Tô Xuân Cường,2510183,1999-04-29,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,2.76,GRAD-2026-01,2510183@hcmut.edu.vn
1487,urn:uuid:d1f300b4-f952-45d8-a598-77890b93d0e3,Lương Quốc Phượng,2010202,1999-02-05,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,2.66,GRAD-2026-01,2010202@hcmut.edu.vn
1488,urn:uuid:1d669117-9240-41c8-b960-fc8747fe51f6,Phạm Kim Phát,2210172,2002-11-29,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Trung bình,2.02,GRAD-2026-01,2210172@hcmut.edu.vn
1489,urn:uuid:21cfed58-362c-43c0-ae56-839ab8905737,Phạm Văn Trọng,1910204,2002-01-03,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,2.94,GRAD-2026-01,1910204@hcmut.edu.vn
1490,urn:uuid:a73fb8ed-d674-4327-a149-16a13d661db8,Trần Văn Châu,2610172,2000-02-18,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Trung bình,2.16,GRAD-2026-01,2610172@hcmut.edu.vn
1491,urn:uuid:37ad31ff-4530-4401-bd36-3be2cf3f8abc,Lương Hoàng Dũng,2410185,2000-10-03,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,2.53,GRAD-2026-01,2410185@hcmut.edu.vn
1492,urn:uuid:9f2f5324-b33e-4e98-836c-f86d351deded,Lương Thành Xuân,2510184,2003-09-25,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Trung bình,2.00,GRAD-2026-01,2510184@hcmut.edu.vn
1493,urn:uuid:83930838-ead6-43fa-9e06-218dc2e449ad,Vũ Thiện Uyên,2010203,2004-10-26,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,2.65,GRAD-2026-01,2010203@hcmut.edu.vn
1494,urn:uuid:1fdb3e61-a16a-478e-b137-c302267ad47f,Phan Xuân Tú,2510185,2003-07-09,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Trung bình,2.12,GRAD-2026-01,2510185@hcmut.edu.vn
1495,urn:uuid:7e17dbc8-3b0b-422d-ba3c-dda13818a86b,Lương Văn Hùng,2410186,2000-12-30,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,2.91,GRAD-2026-01,2410186@hcmut.edu.vn
1496,urn:uuid:265d5deb-1973-4c3a-940a-ce77a1ed10eb,Nguyễn Quang Hải,2610173,2004-05-04,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Trung bình,2.18,GRAD-2026-01,2610173@hcmut.edu.vn
1497,urn:uuid:f4aab44a-50e2-45b9-9926-590d54a605fa,Lâm Thanh Vy,2110205,2003-03-28,ME,Kỹ sư Cơ khí,BKISC_DEGREE,2026-06-15,Khá,2.53,GRAD-2026-01,2110205@hcmut.edu.vn
1498,urn:uuid:55fa6b20-f000-4d04-a412-e3f8e85d4381,Hoàng Văn Châu,2410187,2000-08-19,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Trung bình,2.17,GRAD-2026-01,2410187@hcmut.edu.vn
1499,urn:uuid:e9cc8e05-bb4d-4eb2-940c-644c70d46e91,Hoàng Minh Giang,2510186,2002-06-29,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Trung bình,2.28,GRAD-2026-01,2510186@hcmut.edu.vn
1500,urn:uuid:e272c483-ae31-4994-a766-31ecc55a2035,Đinh Minh Sơn,2210173,2000-08-26,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Khá,2.70,GRAD-2026-01,2210173@hcmut.edu.vn
1501,urn:uuid:d66e27d8-8a90-4feb-937d-b60ce33c67e1,Bùi Thiện Duyên,2410188,2001-11-24,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Giỏi,3.46,GRAD-2026-01,2410188@hcmut.edu.vn
1502,urn:uuid:bacf3ebe-e046-4c17-b2cb-4d76b64d0c54,Dương Bảo Trang,2510187,2001-12-05,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,2.85,GRAD-2026-01,2510187@hcmut.edu.vn
1503,urn:uuid:7d2271ff-7c9d-4ef4-bec9-92528ac69096,Lê Tuấn Thắng,1910205,1999-04-13,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,3.06,GRAD-2026-01,1910205@hcmut.edu.vn
1504,urn:uuid:099ff7f5-7c09-4f2b-82f7-ca7243bf0235,Trương Hữu Đạt,2010204,2004-07-31,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,3.16,GRAD-2026-01,2010204@hcmut.edu.vn
1505,urn:uuid:a4708531-8334-4aef-8a9f-28b17e59d1f1,Dương Quốc Sơn,2210174,2002-06-08,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Khá,2.51,GRAD-2026-01,2210174@hcmut.edu.vn
1506,urn:uuid:2e7c3ab4-fef4-4c5e-b353-2c5e4c4d76f6,Hoàng Hữu An,2610174,2003-07-22,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Trung bình,2.16,GRAD-2026-01,2610174@hcmut.edu.vn
1507,urn:uuid:d5f74ae2-3435-48e6-83e5-e569298d8f5b,Tạ Minh Khánh,1910206,2002-11-26,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,2.87,GRAD-2026-01,1910206@hcmut.edu.vn
1508,urn:uuid:41d7380a-aeca-4ea0-a8ef-05b4cf840fa7,Đinh Phương Vũ,2510188,2000-06-27,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,2.74,GRAD-2026-01,2510188@hcmut.edu.vn
1509,urn:uuid:0bee2a53-c692-4a24-a5c7-7bea869ef37c,Tạ Trung Dũng,2110206,2003-05-12,ME,Kỹ sư Cơ khí,BKISC_DEGREE,2026-06-15,Giỏi,3.48,GRAD-2026-01,2110206@hcmut.edu.vn
1510,urn:uuid:27babc94-14b1-4397-acc7-d17c6b6e5e39,Lê Hoàng Tú,2410189,2004-02-28,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Trung bình,2.25,GRAD-2026-01,2410189@hcmut.edu.vn
1511,urn:uuid:e7f7e03f-8523-4d36-a3d8-480bd52136cf,Tô Thanh Hiền,2610175,2002-12-27,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Trung bình,2.04,GRAD-2026-01,2610175@hcmut.edu.vn
1512,urn:uuid:78101319-7b8a-4d8e-814d-0344cb3d7568,Hoàng Bảo Lan,2110207,1999-10-18,ME,Kỹ sư Cơ khí,BKISC_DEGREE,2026-06-15,Trung bình,2.07,GRAD-2026-01,2110207@hcmut.edu.vn
1513,urn:uuid:05ec63ab-0727-489f-a1d6-3d3cfcb7bd8b,Lâm Trung Lan,2310170,2004-06-03,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Trung bình,2.04,GRAD-2026-01,2310170@hcmut.edu.vn
1514,urn:uuid:480cad19-1881-4b58-bd76-1a8bf017ac2d,Lâm Đức Hương,2210175,2003-02-27,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Trung bình,2.22,GRAD-2026-01,2210175@hcmut.edu.vn
1515,urn:uuid:3af7f383-75e3-4110-8259-c040de9523d0,Đặng Trung Khoa,2010205,2003-03-20,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,2.61,GRAD-2026-01,2010205@hcmut.edu.vn
1516,urn:uuid:89f60972-1b58-4a49-bcfb-a6909895dfcb,Hồ Quang Trí,2310171,2003-04-21,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,2.68,GRAD-2026-01,2310171@hcmut.edu.vn
1517,urn:uuid:462e7eda-b176-4da5-9a08-e81272f4b204,Vũ Thiện Uyên,2310172,2003-06-03,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,2.94,GRAD-2026-01,2310172@hcmut.edu.vn
1518,urn:uuid:f55258ba-56ad-4bf9-a267-6395760529dd,Cao Bảo Thảo,2410190,2000-05-12,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,2.75,GRAD-2026-01,2410190@hcmut.edu.vn
1519,urn:uuid:b2b61067-452c-4289-9a54-e5759cb2c581,Huỳnh Tuấn Trinh,2310173,2004-08-12,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Xuất sắc,3.87,GRAD-2026-01,2310173@hcmut.edu.vn
1520,urn:uuid:13b5f08d-6ff2-487c-ba98-ed5303b82b61,Vũ Minh Tuấn,1910207,2000-02-28,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Giỏi,3.23,GRAD-2026-01,1910207@hcmut.edu.vn
1521,urn:uuid:24d743e2-e203-48c3-857b-c96f7e36135a,Phan Thanh Tâm,2010206,2001-06-16,EE,Kỹ sư Điện - Điện tử,BKISC_DEGREE,2026-06-15,Khá,2.69,GRAD-2026-01,2010206@hcmut.edu.vn
1522,urn:uuid:9a01a082-6917-46d4-8b2f-39464663c585,Dương Xuân Vinh,2310174,1999-07-22,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,2.74,GRAD-2026-01,2310174@hcmut.edu.vn
1523,urn:uuid:53464f9e-4580-4db5-825f-4134f65baf27,Vũ Phương Phúc,2410191,2000-12-24,IE,Kỹ sư Kỹ thuật Công nghiệp,BKISC_DEGREE,2026-06-15,Khá,3.12,GRAD-2026-01,2410191@hcmut.edu.vn
1524,urn:uuid:0bc01713-6fdc-4af1-ae2c-9c503334f86f,Hồ Kim Tuấn,2610176,2000-01-19,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Trung bình,2.28,GRAD-2026-01,2610176@hcmut.edu.vn
1525,urn:uuid:d896a126-2fd5-44ae-ba19-9343f5d23d33,Ngô Quang Quân,1910208,2003-02-14,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,2.66,GRAD-2026-01,1910208@hcmut.edu.vn
1526,urn:uuid:b6277762-1ccb-4abc-bc8a-ca9ec2d4d002,Trần Thành Hạnh,2110208,2004-10-26,ME,Kỹ sư Cơ khí,BKISC_DEGREE,2026-06-15,Khá,3.13,GRAD-2026-01,2110208@hcmut.edu.vn
1527,urn:uuid:6b793954-908d-4eaa-9dc9-1d8e6cfd36fe,Phan Xuân Khoa,1910209,1999-12-31,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,2.92,GRAD-2026-01,1910209@hcmut.edu.vn
1528,urn:uuid:10f4fc53-c765-4305-b30f-f2bdb25d075c,Nguyễn Trung Mai,2310175,1999-04-25,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,2.52,GRAD-2026-01,2310175@hcmut.edu.vn
1529,urn:uuid:3407bbd2-0fc6-473c-9fc5-6222ae8cb4a2,Lâm Thiện Nghĩa,2110209,2003-04-02,ME,Kỹ sư Cơ khí,BKISC_DEGREE,2026-06-15,Khá,3.08,GRAD-2026-01,2110209@hcmut.edu.vn
1530,urn:uuid:5a51e383-6246-47ec-a03e-276c22cfca00,Cao Quốc Phượng,2210176,2004-01-15,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Trung bình,2.23,GRAD-2026-01,2210176@hcmut.edu.vn
1531,urn:uuid:8cf12bae-bec4-4d67-9a22-2dd6e5e51077,Cao Phương Phúc,2110210,2002-01-17,ME,Kỹ sư Cơ khí,BKISC_DEGREE,2026-06-15,Trung bình,2.31,GRAD-2026-01,2110210@hcmut.edu.vn
1532,urn:uuid:f76af59e-9ef5-4597-b9fc-8ecf2b9bdf34,Hoàng Hồng Hương,2210177,1999-04-08,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Trung bình,2.40,GRAD-2026-01,2210177@hcmut.edu.vn
1533,urn:uuid:e2fe4862-1d15-4f94-91e1-aca25be9d113,Phan Anh Uyên,2210178,2004-01-24,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Khá,2.97,GRAD-2026-01,2210178@hcmut.edu.vn
1534,urn:uuid:7219b195-224a-441f-85e9-93947098edf7,Mai Văn Trang,2510189,2000-04-09,ENV,Kỹ sư Kỹ thuật Môi trường,BKISC_DEGREE,2026-06-15,Khá,3.08,GRAD-2026-01,2510189@hcmut.edu.vn
1535,urn:uuid:d1b2e74c-0fc9-4e67-95f6-4baca8ffb10d,Mai Quang Phượng,2310176,2004-10-12,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,2.61,GRAD-2026-01,2310176@hcmut.edu.vn
1536,urn:uuid:7d9aa871-b11f-4fd2-9088-3f5a5a2080c6,Hồ Trung Phúc,2610177,2003-09-19,MTR,Kỹ sư Kỹ thuật Vật liệu,BKISC_DEGREE,2026-06-15,Giỏi,3.34,GRAD-2026-01,2610177@hcmut.edu.vn
1537,urn:uuid:cb4a0c49-691c-40e5-b09d-e61b2984f27e,Cao Tuấn An,1910210,2002-06-03,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Khá,3.09,GRAD-2026-01,1910210@hcmut.edu.vn
1538,urn:uuid:b9a3c327-f1a3-499c-b80d-ce643783a109,Hoàng Thành Thắng,2210179,1999-09-23,CE,Kỹ sư Xây dựng,BKISC_DEGREE,2026-06-15,Khá,3.02,GRAD-2026-01,2210179@hcmut.edu.vn
1539,urn:uuid:f00c4f05-914e-4764-9a39-662802a4dd40,Huỳnh Thiện Trinh,2310177,2004-02-17,CHE,Kỹ sư Kỹ thuật Hoá học,BKISC_DEGREE,2026-06-15,Khá,2.71,GRAD-2026-01,2310177@hcmut.edu.vn
1540,urn:uuid:02041a03-8c02-4cd6-b22d-554d28f76f4b,Phạm Tuấn Yến,1910211,2001-08-10,CSE,Kỹ sư Khoa học Máy tính,BKISC_DEGREE,2026-06-15,Trung bình,2.21,GRAD-2026-01,1910211@hcmut.edu.vn
